run_label,vx',vy',vz',r'',hue',gamma',m0'
P_5.0_V_0.1_T_2.0_C_0.0, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
P_6.0_V_0.0_T_0.5_C_0.0, 4856.379 1 + -56.365 x +  10379.401 y + -7475.401 z +  3243.764 r +  4928.507 hue + -4.405 gamma +  4856.332 m0 + -801.888 1/r^3 +  4125.016 sin(hue) +  2562.946 cos(hue) +  4597.479 m0/gamma +  22.448 K_sync + -3771.532 F_pauli_x + -8161.765 F_pauli_y +  24916.334 F_pauli_z + -21.310 F_torsion,-2954.803 1 +  31.539 x + -6313.474 y +  4549.271 z + -1970.229 r + -2998.689 hue +  2.680 gamma + -2954.772 m0 +  487.812 1/r^3 + -2509.813 sin(hue) + -1559.392 cos(hue) + -2797.278 m0/gamma + -13.640 K_sync +  2294.188 F_pauli_x +  4966.759 F_pauli_y + -15155.229 F_pauli_z +  12.949 F_torsion,-1832.607 1 +  20.323 x + -3916.200 y +  2821.255 z + -1222.911 r + -1859.825 hue +  1.662 gamma + -1832.587 m0 +  302.767 1/r^3 + -1556.620 sin(hue) + -967.155 cos(hue) + -1734.909 m0/gamma + -8.461 K_sync +  1423.389 F_pauli_x +  3084.929 F_pauli_y + -9407.075 F_pauli_z +  8.044 F_torsion,-6440.222 1 + -4033.007 x + -11163.327 y +  11324.143 z +  760.496 r + -6535.879 hue +  5.824 gamma + -6440.156 m0 +  1261.179 1/r^3 + -5470.338 sin(hue) + -3398.810 cos(hue) + -6097.534 m0/gamma +  25.366 K_sync +  6486.540 F_pauli_x +  10414.000 F_pauli_y + -38598.156 F_pauli_z +  79.537 F_torsion, 0.404 1 + -0.104 x + -0.337 y +  0.558 z +  0.070 r +  0.410 hue +  0.404 m0 + -3.580 1/r^3 +  0.343 sin(hue) +  0.213 cos(hue) +  0.660 m0/gamma + -0.030 F_pauli_x + -0.113 F_pauli_y +  0.280 F_pauli_z, 1026061.125 1 + -11418.297 x +  2192662.250 y + -1579581.750 z +  684741.688 r +  1041300.188 hue + -930.708 gamma +  1026050.938 m0 + -169415.719 1/r^3 +  871537.500 sin(hue) +  541501.812 cos(hue) +  971360.312 m0/gamma +  4739.076 K_sync + -796447.625 F_pauli_x + -1724671.500 F_pauli_y +  5263799.000 F_pauli_z + -4500.145 F_torsion, 0.000
P_6.0_V_0.01_T_1.0_C_0.0, 2150.658 1 + -380.889 x +  5763.915 y + -1791.018 z +  2737.992 r +  2182.571 hue + -1.892 gamma +  2150.638 m0 + -109.761 1/r^3 +  1826.759 sin(hue) +  1135.028 cos(hue) +  2064.067 m0/gamma +  20.403 K_sync + -4648.067 F_pauli_x + -525.867 F_pauli_y +  7063.696 F_pauli_z + -8.379 F_torsion,-1333.244 1 +  186.915 x + -3543.660 y +  1125.996 z + -1637.864 r + -1353.028 hue +  1.173 gamma + -1333.232 m0 +  67.086 1/r^3 + -1132.452 sin(hue) + -703.631 cos(hue) + -1279.551 m0/gamma + -12.406 K_sync +  2885.593 F_pauli_x +  255.050 F_pauli_y + -4281.846 F_pauli_z +  5.034 F_torsion,-838.616 1 +  110.822 x + -2225.117 y +  710.215 z + -1022.211 r + -851.060 hue +  0.737 gamma + -838.608 m0 +  42.045 1/r^3 + -712.316 sin(hue) + -442.586 cos(hue) + -804.853 m0/gamma + -7.957 K_sync +  1821.416 F_pauli_x +  146.239 F_pauli_y + -2680.081 F_pauli_z +  3.150 F_torsion,-7935.132 1 + -8164.016 x + -15466.352 y +  9394.384 z +  1417.903 r + -8052.900 hue +  6.899 gamma + -7935.046 m0 +  383.016 1/r^3 + -6740.072 sin(hue) + -4187.797 cos(hue) + -7591.263 m0/gamma +  82.771 K_sync +  4568.587 F_pauli_x +  3104.304 F_pauli_y + -14704.290 F_pauli_z +  49.517 F_torsion,-0.062 1 + -0.017 x +  0.113 y + -0.029 z +  0.063 r + -0.063 hue + -0.062 m0 + -3.028 1/r^3 + -0.053 sin(hue) + -0.033 cos(hue) +  0.165 m0/gamma + -0.040 F_pauli_x +  0.065 F_pauli_z, 455747.750 1 + -80155.273 x +  1221120.250 y + -379672.156 z +  579555.312 r +  462510.562 hue + -400.912 gamma +  455743.688 m0 + -23256.631 1/r^3 +  387110.125 sin(hue) +  240524.531 cos(hue) +  437398.125 m0/gamma +  4337.831 K_sync + -984813.688 F_pauli_x + -111135.844 F_pauli_y +  1496240.000 F_pauli_z + -1775.231 F_torsion, 0.000
P_6.0_V_0.1_T_2.0_C_0.0, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
P_6.0_V_0.0_T_1.0_C_0.0, 4932.921 1 + -179.578 x +  10766.966 y + -7513.375 z +  3521.109 r +  5006.173 hue + -4.503 gamma +  4932.862 m0 + -372.984 1/r^3 +  4190.029 sin(hue) +  2603.330 cos(hue) +  4667.993 m0/gamma +  13.791 K_sync + -8098.640 F_pauli_x + -6804.753 F_pauli_y +  11280.249 F_pauli_z + -3.929 F_torsion,-2995.517 1 +  106.700 x + -6536.762 y +  4563.319 z + -2135.298 r + -3039.999 hue +  2.734 gamma + -2995.480 m0 +  226.454 1/r^3 + -2544.395 sin(hue) + -1580.872 cos(hue) + -2834.638 m0/gamma + -8.356 K_sync +  4914.111 F_pauli_x +  4132.848 F_pauli_y + -6847.449 F_pauli_z +  2.377 F_torsion,-1867.235 1 +  66.642 x + -4074.728 y +  2844.467 z + -1331.186 r + -1894.963 hue +  1.704 gamma + -1867.212 m0 +  141.206 1/r^3 + -1586.032 sin(hue) + -985.426 cos(hue) + -1766.953 m0/gamma + -5.212 K_sync +  3066.124 F_pauli_x +  2577.680 F_pauli_y + -4268.503 F_pauli_z +  1.484 F_torsion,-6395.674 1 + -3676.250 x + -11500.343 y +  11086.565 z +  245.046 r + -6490.648 hue +  5.825 gamma + -6395.591 m0 +  635.121 1/r^3 + -5432.493 sin(hue) + -3375.283 cos(hue) + -6052.603 m0/gamma +  14.961 K_sync +  14726.341 F_pauli_x +  10634.589 F_pauli_y + -18158.980 F_pauli_z +  45.336 F_torsion,-0.010 1 + -0.008 x +  0.035 y +  0.012 z +  0.027 r + -0.011 hue + -0.010 m0 + -1.069 1/r^3 + -0.009 sin(hue) +  1.177 m0/gamma + -0.173 F_pauli_x +  0.094 F_pauli_y +  0.012 F_pauli_z, 1043817.625 1 + -37561.809 x +  2278039.250 y + -1590000.625 z +  744535.500 r +  1059317.625 hue + -952.789 gamma +  1043804.750 m0 + -78914.039 1/r^3 +  886619.938 sin(hue) +  550870.625 cos(hue) +  987757.875 m0/gamma +  2914.059 K_sync + -1712843.000 F_pauli_x + -1439999.500 F_pauli_y +  2386383.000 F_pauli_z + -830.329 F_torsion, 0.000
P_6.0_V_0.01_T_2.0_C_0.0, 6235.784 1 +  1312.481 x +  12609.847 y + -10214.909 z +  2480.888 r +  6328.467 hue + -5.695 gamma +  6235.735 m0 + -416.156 1/r^3 +  5296.734 sin(hue) +  3290.904 cos(hue) +  5861.491 m0/gamma +  63.655 K_sync + -5063.584 F_pauli_x +  4688.315 F_pauli_y + -1217.906 F_pauli_z + -8.728 F_torsion,-3769.496 1 + -792.269 x + -7623.301 y +  6174.377 z + -1501.093 r + -3825.523 hue +  3.442 gamma + -3769.467 m0 +  251.238 1/r^3 + -3201.846 sin(hue) + -1989.333 cos(hue) + -3543.271 m0/gamma + -38.483 K_sync +  3054.564 F_pauli_x + -2816.672 F_pauli_y +  728.395 F_pauli_z +  5.274 F_torsion,-2370.169 1 + -494.602 x + -4795.565 y +  3881.080 z + -948.215 r + -2405.397 hue +  2.164 gamma + -2370.151 m0 +  158.282 1/r^3 + -2013.245 sin(hue) + -1250.845 cos(hue) + -2227.869 m0/gamma + -24.462 K_sync +  1880.938 F_pauli_x + -1797.825 F_pauli_y +  510.994 F_pauli_z +  3.342 F_torsion,-9102.756 1 + -7243.079 x + -15059.015 y +  16806.408 z +  2948.890 r + -9238.095 hue +  8.322 gamma + -9102.696 m0 +  804.069 1/r^3 + -7731.994 sin(hue) + -4803.924 cos(hue) + -8538.820 m0/gamma + -22.911 K_sync +  7114.630 F_pauli_x + -12904.108 F_pauli_y +  4736.108 F_pauli_z +  39.208 F_torsion, 0.164 1 +  1.585 x +  1.378 y +  2.313 z +  0.067 r +  0.166 hue +  0.164 m0 + -3.592 1/r^3 +  0.139 sin(hue) +  0.087 cos(hue) +  0.789 m0/gamma + -0.053 F_pauli_x +  0.007 F_pauli_y, 1322577.750 1 +  277688.969 x +  2674912.750 y + -2166278.500 z +  527026.812 r +  1342235.500 hue + -1207.796 gamma +  1322567.500 m0 + -88256.781 1/r^3 +  1123410.375 sin(hue) +  697984.125 cos(hue) +  1243189.250 m0/gamma +  13539.277 K_sync + -1066198.625 F_pauli_x +  995694.500 F_pauli_y + -265181.281 F_pauli_z + -1854.366 F_torsion, 0.000
P_6.0_V_0.0_T_2.0_C_0.0, 7928.109 1 +  4246.396 x +  14893.960 y + -13653.486 z +  269.516 r +  8045.845 hue + -7.302 gamma +  7928.004 m0 + -758.174 1/r^3 +  6734.165 sin(hue) +  4184.028 cos(hue) +  7497.934 m0/gamma + -39.697 K_sync + -8373.491 F_pauli_x +  12398.859 F_pauli_y +  3108.435 F_pauli_z + -5.399 F_torsion,-4796.944 1 + -2571.879 x + -9010.037 y +  8262.021 z + -159.891 r + -4868.181 hue +  4.418 gamma + -4796.881 m0 +  458.763 1/r^3 + -4074.542 sin(hue) + -2531.568 cos(hue) + -4536.664 m0/gamma +  24.038 K_sync +  5071.799 F_pauli_x + -7497.801 F_pauli_y + -1879.219 F_pauli_z +  3.251 F_torsion,-3019.217 1 + -1619.144 x + -5670.724 y +  5200.283 z + -100.162 r + -3064.054 hue +  2.781 gamma + -3019.178 m0 +  288.797 1/r^3 + -2564.534 sin(hue) + -1593.380 cos(hue) + -2855.396 m0/gamma +  15.132 K_sync +  3191.511 F_pauli_x + -4722.689 F_pauli_y + -1179.963 F_pauli_z +  2.052 F_torsion,-11268.747 1 + -11255.192 x + -17975.561 y +  21198.688 z +  5992.852 r + -11436.095 hue +  10.400 gamma + -11268.589 m0 +  1259.406 1/r^3 + -9571.717 sin(hue) + -5947.026 cos(hue) + -10656.487 m0/gamma +  169.843 K_sync +  10763.712 F_pauli_x + -22481.658 F_pauli_y + -3880.931 F_pauli_z +  35.689 F_torsion,-0.141 1 +  0.162 x +  0.319 y +  0.059 z +  0.047 r + -0.144 hue + -0.141 m0 + -2.990 1/r^3 + -0.120 sin(hue) + -0.074 cos(hue) +  0.985 m0/gamma + -0.074 F_pauli_x +  0.072 F_pauli_y +  0.051 F_pauli_z, 1682558.875 1 +  901607.688 x +  3160641.750 y + -2897782.000 z +  56694.105 r +  1707545.375 hue + -1549.598 gamma +  1682536.250 m0 + -160905.047 1/r^3 +  1429171.875 sin(hue) +  887963.875 cos(hue) +  1591263.875 m0/gamma + -8430.580 K_sync + -1776762.125 F_pauli_x +  2630949.000 F_pauli_y +  659253.250 F_pauli_z + -1144.428 F_torsion, 0.000
P_6.0_V_0.01_T_0.5_C_0.0, 2135.275 1 + -1053.408 x +  5314.476 y + -3071.605 z +  2704.870 r +  2166.978 hue + -1.958 gamma +  2135.253 m0 + -317.718 1/r^3 +  1813.706 sin(hue) +  1126.888 cos(hue) +  2021.373 m0/gamma +  51.108 K_sync + -8724.688 F_pauli_x + -3079.094 F_pauli_y +  11807.337 F_pauli_z + -10.701 F_torsion,-1300.423 1 +  637.527 x + -3234.081 y +  1872.057 z + -1642.368 r + -1319.731 hue +  1.192 gamma + -1300.410 m0 +  193.338 1/r^3 + -1104.581 sin(hue) + -686.296 cos(hue) + -1231.054 m0/gamma + -31.067 K_sync +  5306.176 F_pauli_x +  1874.548 F_pauli_y + -7182.227 F_pauli_z +  6.496 F_torsion,-807.306 1 +  395.398 x + -2007.479 y +  1162.301 z + -1019.117 r + -819.293 hue +  0.740 gamma + -807.298 m0 +  119.934 1/r^3 + -685.727 sin(hue) + -426.055 cos(hue) + -764.243 m0/gamma + -19.271 K_sync +  3295.061 F_pauli_x +  1162.848 F_pauli_y + -4452.312 F_pauli_z +  4.036 F_torsion,-7689.803 1 + -4897.295 x + -13678.647 y +  14108.439 z +  960.619 r + -7803.996 hue +  7.101 gamma + -7689.732 m0 +  720.849 1/r^3 + -6531.743 sin(hue) + -4058.272 cos(hue) + -7279.792 m0/gamma +  11.685 K_sync +  14038.609 F_pauli_x +  5910.562 F_pauli_y + -20925.109 F_pauli_z +  67.098 F_torsion, 0.088 1 + -0.592 x + -0.530 y + -0.530 z +  0.061 r +  0.090 hue +  0.088 m0 + -2.682 1/r^3 +  0.075 sin(hue) +  0.047 cos(hue) +  0.074 m0/gamma + -0.083 F_pauli_x + -0.044 F_pauli_y +  0.124 F_pauli_z, 451344.281 1 + -221914.625 x +  1122875.750 y + -649521.000 z +  570819.062 r +  458045.625 hue + -413.910 gamma +  451339.844 m0 + -67123.273 1/r^3 +  383372.656 sin(hue) +  238196.219 cos(hue) +  427268.312 m0/gamma +  10790.658 K_sync + -1842647.875 F_pauli_x + -650595.500 F_pauli_y +  2494003.000 F_pauli_z + -2258.341 F_torsion, 0.000
P_6.0_V_0.1_T_1.0_C_0.0, 6131.587 1 +  1344.818 x +  12253.075 y + -9851.176 z +  2408.117 r +  6222.650 hue + -5.559 gamma +  6131.509 m0 + -569.334 1/r^3 +  5208.183 sin(hue) +  3235.923 cos(hue) +  5803.601 m0/gamma +  29.589 K_sync + -10935.890 F_pauli_x + -1054.298 F_pauli_y +  6117.832 F_pauli_z +  0.707 F_torsion,-3725.293 1 + -820.099 x + -7442.708 y +  5986.253 z + -1459.398 r + -3780.619 hue +  3.377 gamma + -3725.246 m0 +  346.132 1/r^3 + -3164.272 sin(hue) + -1966.010 cos(hue) + -3526.034 m0/gamma + -17.975 K_sync +  6651.870 F_pauli_x +  630.137 F_pauli_y + -3696.818 F_pauli_z + -0.395 F_torsion,-2327.669 1 + -512.242 x + -4651.180 y +  3740.405 z + -912.402 r + -2362.239 hue +  2.110 gamma + -2327.640 m0 +  217.339 1/r^3 + -1977.127 sin(hue) + -1228.419 cos(hue) + -2203.215 m0/gamma + -11.335 K_sync +  4203.361 F_pauli_x +  356.908 F_pauli_y + -2244.044 F_pauli_z + -0.027 F_torsion,-9252.829 1 + -7362.417 x + -15136.958 y +  16708.664 z +  2929.581 r + -9390.250 hue +  8.381 gamma + -9252.709 m0 +  1141.682 1/r^3 + -7859.372 sin(hue) + -4883.142 cos(hue) + -8762.386 m0/gamma +  5.249 K_sync +  24251.857 F_pauli_x + -1873.653 F_pauli_y + -7860.764 F_pauli_z +  34.171 F_torsion, 0.141 1 + -0.147 x + -0.158 y +  0.117 z +  0.071 r +  0.142 hue +  0.141 m0 + -3.446 1/r^3 +  0.119 sin(hue) +  0.075 cos(hue) +  0.699 m0/gamma + -0.004 F_pauli_x + -0.033 F_pauli_y +  0.111 F_pauli_z, 1298164.625 1 +  285310.125 x +  2593927.250 y + -2085888.875 z +  509164.688 r +  1317444.250 hue + -1176.979 gamma +  1298148.250 m0 + -120695.344 1/r^3 +  1102663.500 sin(hue) +  685101.688 cos(hue) +  1228731.875 m0/gamma +  6275.542 K_sync + -2321768.750 F_pauli_x + -216901.828 F_pauli_y +  1283868.375 F_pauli_z +  118.878 F_torsion, 0.000
P_2.0_V_0.0_T_0.5_C_0.0,-61331.535 1 + -27838.240 x + -7783.403 y +  25576.055 z + -20987.309 r + -129916.070 hue +  22575.785 gamma + -61350.656 m0 + -31525.201 1/r^3 +  23240.230 sin(hue) +  337649.219 cos(hue) +  134929.969 m0/gamma +  2222.453 K_sync +  10518.936 F_pauli_x + -2543.736 F_pauli_y +  1363.959 F_pauli_z +  28.265 F_torsion, 116369.078 1 + -5367.487 x + -30350.475 y +  12790.988 z +  12586.569 r + -396830.375 hue + -3559.030 gamma +  116126.367 m0 + -85028.000 1/r^3 +  10170.305 sin(hue) +  532103.062 cos(hue) + -42273.113 m0/gamma +  3481.004 K_sync + -2681.668 F_pauli_x +  3692.207 F_pauli_y +  1441.928 F_pauli_z + -15.196 F_torsion, 439788.812 1 + -1964.919 x + -10018.981 y + -16651.418 z +  7252.686 r + -742340.500 hue + -2077.031 gamma +  439187.031 m0 + -81012.508 1/r^3 + -5114.175 sin(hue) + -201624.828 cos(hue) + -25187.592 m0/gamma + -1293.771 K_sync + -1238.412 F_pauli_x +  204.037 F_pauli_y +  4361.199 F_pauli_z + -11.854 F_torsion,-177706.391 1 +  18984.285 x +  5432.918 y + -2781.324 z +  12136.003 r +  406050.406 hue + -10232.497 gamma + -177400.547 m0 +  224823.734 1/r^3 + -12119.953 sin(hue) + -1477.025 cos(hue) + -86501.023 m0/gamma +  76.707 K_sync + -6657.005 F_pauli_x +  4384.999 F_pauli_y + -2211.809 F_pauli_z + -18.521 F_torsion, 50.984 1 + -0.467 x + -1.483 y + -1.646 z +  0.814 r + -90.193 hue + -0.081 gamma +  50.955 m0 + -4.913 1/r^3 + -0.713 sin(hue) + -12.879 cos(hue) +  6.349 m0/gamma + -0.078 K_sync + -0.121 F_pauli_x + -0.007 F_pauli_y + -0.126 F_pauli_z,-6511.499 1 +  723.252 x + -118.360 y +  26.103 z +  646.046 r +  12806.161 hue + -583.776 gamma + -6502.137 m0 + -4625.425 1/r^3 + -295.605 sin(hue) +  7617.016 cos(hue) + -3431.711 m0/gamma +  48.204 K_sync + -175.340 F_pauli_x +  48.500 F_pauli_y +  21.684 F_pauli_z + -0.607 F_torsion, 0.000
P_2.0_V_0.0_T_1.0_C_0.0, 265238.156 1 + -127.548 x +  113.730 y + -305.091 z + -263.720 r + -10931.114 hue + -210101.031 gamma +  265257.094 m0 +  37624.297 1/r^3 + -250.563 sin(hue) +  6635.286 cos(hue) + -326971.312 m0/gamma + -1847.186 K_sync + -963.777 F_pauli_x +  1698.794 F_pauli_y + -29.772 F_pauli_z + -11.226 F_torsion, 139012.375 1 +  191.512 x +  30.618 y +  531.671 z +  336.614 r +  12212.860 hue + -117293.547 gamma +  139046.750 m0 +  336899.031 1/r^3 +  1410.774 sin(hue) + -1148.809 cos(hue) + -186515.594 m0/gamma +  298.402 K_sync +  1282.953 F_pauli_x +  4124.000 F_pauli_y +  2691.913 F_pauli_z + -10.297 F_torsion, 87871.453 1 +  6253.560 x + -51.735 y + -6598.070 z +  33.269 r +  70573.219 hue + -95320.977 gamma +  87876.695 m0 + -15342.396 1/r^3 +  5678.391 sin(hue) + -1026.078 cos(hue) + -145989.516 m0/gamma + -879.613 K_sync + -2209.491 F_pauli_x +  136.782 F_pauli_y + -2133.914 F_pauli_z +  0.430 F_torsion, 220850.641 1 +  34.048 x + -2414.908 y + -2437.619 z + -557.059 r +  11116.477 hue + -166775.562 gamma +  220852.281 m0 + -150971.656 1/r^3 +  453.758 sin(hue) + -11127.484 cos(hue) + -253864.422 m0/gamma +  3263.540 K_sync + -909.501 F_pauli_x + -1541.127 F_pauli_y +  54.100 F_pauli_z +  4.759 F_torsion,-7.211 1 + -0.100 x +  0.026 y +  0.125 z +  0.011 r + -1.924 hue +  7.199 gamma + -7.213 m0 +  0.634 1/r^3 + -0.165 sin(hue) + -0.138 cos(hue) +  19.615 m0/gamma +  0.062 K_sync + -0.009 F_pauli_x +  0.045 F_pauli_y +  0.020 F_pauli_z,-644.148 1 +  19.087 x + -7.622 y + -22.943 z +  0.004 r +  321.429 hue +  285.606 gamma + -644.222 m0 + -537.538 1/r^3 +  51.768 sin(hue) +  24.203 cos(hue) +  585.638 m0/gamma + -13.065 K_sync +  7.060 F_pauli_x + -1.356 F_pauli_y + -1.742 F_pauli_z +  0.082 F_torsion, 0.000
P_2.0_V_0.0_T_2.0_C_0.0,-84916.281 1 +  42584.012 x + -68165.406 y + -38520.992 z +  88806.203 r + -250039.266 hue +  315095.062 gamma + -85064.672 m0 +  18260.746 1/r^3 + -12162.336 sin(hue) + -15144.790 cos(hue) +  101.445 m0/gamma + -1750.010 K_sync +  15307.521 F_pauli_x + -79072.922 F_pauli_y +  10032.978 F_pauli_z + -62.365 F_torsion, 94213.219 1 + -52091.496 x +  81036.898 y +  46076.055 z + -106296.539 r +  254244.484 hue + -351874.219 gamma +  94359.102 m0 + -16004.153 1/r^3 +  14247.164 sin(hue) +  16716.549 cos(hue) +  39282.945 m0/gamma +  1910.235 K_sync + -3657.984 F_pauli_x +  115524.148 F_pauli_y + -19102.926 F_pauli_z +  67.921 F_torsion,-25314.299 1 + -41385.602 x +  59074.410 y +  30767.312 z + -74195.484 r + -328756.812 hue +  39949.551 gamma + -25562.664 m0 +  48114.566 1/r^3 +  13234.478 sin(hue) +  2740.231 cos(hue) +  440017.062 m0/gamma +  285.319 K_sync + -29526.020 F_pauli_x +  86259.891 F_pauli_y + -6820.177 F_pauli_z +  49.614 F_torsion, 120529.219 1 + -53383.820 x +  84532.250 y +  48624.781 z + -111519.695 r +  387142.375 hue + -437228.156 gamma +  120765.594 m0 + -31014.752 1/r^3 +  14088.147 sin(hue) +  19790.799 cos(hue) + -57041.641 m0/gamma +  2275.898 K_sync + -3528.704 F_pauli_x +  115473.914 F_pauli_y + -19611.305 F_pauli_z +  78.511 F_torsion,-0.090 1 + -0.008 y + -0.049 z +  0.068 r + -4.952 hue +  2.261 gamma + -0.096 m0 +  0.517 1/r^3 +  0.028 sin(hue) + -0.061 cos(hue) +  12.858 m0/gamma + -0.165 F_pauli_x +  0.206 F_pauli_y +  0.178 F_pauli_z, 454.224 1 + -108.262 x +  205.387 y +  112.076 z + -260.767 r +  1735.005 hue + -1610.059 gamma +  455.339 m0 + -162.750 1/r^3 +  36.923 sin(hue) +  69.089 cos(hue) + -681.566 m0/gamma +  8.705 K_sync +  53.015 F_pauli_x +  280.694 F_pauli_y + -59.771 F_pauli_z +  0.155 F_torsion, 0.000
P_2.0_V_0.01_T_0.5_C_0.0, 48176.883 1 +  1204.107 x +  3217.477 y +  5045.229 z +  4898.743 r +  84884.156 hue + -62968.273 gamma +  48186.012 m0 +  14852.761 1/r^3 + -1847.680 sin(hue) +  1117.328 cos(hue) + -126176.258 m0/gamma +  1095.485 K_sync +  4830.459 F_pauli_x +  505.757 F_pauli_y + -1841.432 F_pauli_z + -21.510 F_torsion,-157981.891 1 +  1769.191 x + -6645.979 y + -7434.674 z + -5503.685 r + -178391.859 hue +  184249.250 gamma + -158004.375 m0 +  173932.312 1/r^3 +  5088.914 sin(hue) + -4213.548 cos(hue) +  324763.000 m0/gamma + -1757.443 K_sync +  3118.128 F_pauli_x +  903.294 F_pauli_y + -2944.419 F_pauli_z + -5.572 F_torsion,-67872.812 1 +  2008.117 x + -2762.543 y + -2189.209 z + -523.559 r + -121461.172 hue +  88903.305 gamma + -67885.570 m0 + -78854.094 1/r^3 +  10278.455 sin(hue) + -5377.580 cos(hue) +  163231.859 m0/gamma + -2291.292 K_sync +  4683.865 F_pauli_x + -1650.998 F_pauli_y +  872.220 F_pauli_z +  10.647 F_torsion,-11279.278 1 + -564.392 x + -3162.814 y + -4902.655 z + -4830.342 r + -41505.586 hue +  26223.203 gamma + -11280.844 m0 +  278798.312 1/r^3 +  991.805 sin(hue) + -1352.032 cos(hue) +  37039.824 m0/gamma + -719.206 K_sync +  235.612 F_pauli_x + -111.437 F_pauli_y + -2204.109 F_pauli_z + -7.568 F_torsion,-0.511 1 +  0.109 x +  0.057 z +  0.084 r +  1.809 hue + -0.244 gamma + -0.512 m0 +  1.971 1/r^3 +  0.168 sin(hue) + -0.139 cos(hue) +  9.004 m0/gamma + -0.018 K_sync +  0.103 F_pauli_x +  0.069 F_pauli_y +  0.268 F_pauli_z, 784.965 1 +  37.800 x +  44.234 y +  75.307 z +  72.089 r +  2293.918 hue + -1510.053 gamma +  785.159 m0 + -1735.836 1/r^3 +  86.348 sin(hue) + -71.142 cos(hue) + -2770.463 m0/gamma + -12.490 K_sync + -89.341 F_pauli_x +  14.969 F_pauli_y +  58.828 F_pauli_z +  0.105 F_torsion, 0.000
P_2.0_V_0.01_T_1.0_C_0.0, 232222.828 1 +  121.134 x +  1063.025 y + -527.362 z +  2560.732 r + -38071.648 hue + -202106.328 gamma +  232197.203 m0 +  468550.750 1/r^3 +  1706.939 sin(hue) + -3073.873 cos(hue) + -241208.484 m0/gamma + -936.791 K_sync +  583.469 F_pauli_x +  3738.477 F_pauli_y +  3941.793 F_pauli_z + -16.624 F_torsion, 99226.906 1 + -491.953 x + -1371.804 y +  898.551 z + -2565.800 r +  20873.850 hue + -95521.891 gamma +  99236.875 m0 + -65349.461 1/r^3 +  507.317 sin(hue) +  909.789 cos(hue) + -122288.031 m0/gamma + -424.337 K_sync +  204.724 F_pauli_x +  7316.896 F_pauli_y +  100.308 F_pauli_z +  25.849 F_torsion, 82162.812 1 +  876.207 x +  735.242 y + -1693.614 z +  1206.970 r +  27940.707 hue + -90282.914 gamma +  82141.656 m0 +  335807.438 1/r^3 + -5214.792 sin(hue) +  1693.399 cos(hue) + -80588.141 m0/gamma +  2915.310 K_sync + -885.993 F_pauli_x +  598.024 F_pauli_y + -1121.403 F_pauli_z + -1.537 F_torsion,-46783.141 1 + -364.237 x + -1913.022 y + -130.147 z + -3624.430 r +  77555.008 hue +  45024.227 gamma + -46796.723 m0 +  171723.266 1/r^3 + -12290.778 sin(hue) +  6344.164 cos(hue) +  26668.854 m0/gamma +  6321.475 K_sync + -405.279 F_pauli_x + -3399.098 F_pauli_y + -737.752 F_pauli_z + -3.331 F_torsion,-12.762 1 +  0.006 x +  0.028 y + -0.006 z +  0.031 r + -0.234 hue +  12.056 gamma + -12.761 m0 + -19.412 1/r^3 +  0.005 sin(hue) +  0.030 cos(hue) +  23.761 m0/gamma + -0.014 F_pauli_x +  0.069 F_pauli_y +  0.009 F_pauli_z,-1676.680 1 +  4.706 x +  5.945 y + -8.995 z +  10.529 r +  73.617 hue +  1533.851 gamma + -1676.625 m0 + -1710.151 1/r^3 + -25.833 sin(hue) +  6.483 cos(hue) +  1846.372 m0/gamma +  14.150 K_sync + -0.894 F_pauli_x + -46.835 F_pauli_y + -18.606 F_pauli_z + -0.044 F_torsion, 0.000
